Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
forestry:fences.fireproof.0:4, Chestnut Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:5, Wenge Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:6, Baobab Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:7, Sequoia Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:8, Kapok Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:9, Ebony Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:10, Mahogany Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:11, Balsa Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:12, Willow Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:13, Walnut Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:14, Greenheart Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.0:15, Cherry Fence (Fireproof), tile.for.fences.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:0, Mahoe Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:1, Poplar Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:2, Palm Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:3, Papaya Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:4, Pine Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:5, Plum Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:6, Maple Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:7, Citrus Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:8, Giant Sequoia Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:9, Ipe Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:10, Padauk Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:11, Cocobolo Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.fireproof.1:12, Zebrawood Fence (Fireproof), tile.for.fences.fireproof.1, true, net.minecraft.item.ItemStack
forestry:fences.vanilla.fireproof.0:0, Oak Fence (Fireproof), tile.for.fences.vanilla.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.vanilla.fireproof.0:1, Spruce Fence (Fireproof), tile.for.fences.vanilla.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.vanilla.fireproof.0:2, Birch Fence (Fireproof), tile.for.fences.vanilla.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.vanilla.fireproof.0:3, Jungle Fence (Fireproof), tile.for.fences.vanilla.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.vanilla.fireproof.0:4, Acacia Fence (Fireproof), tile.for.fences.vanilla.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fences.vanilla.fireproof.0:5, Dark Oak Fence (Fireproof), tile.for.fences.vanilla.fireproof.0, true, net.minecraft.item.ItemStack
forestry:fence.gates.larch:0, Larch Fence Gate, tile.for.fence.gates.larch, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.larch:0, Larch Fence Gate (Fireproof), tile.for.fence.gates.fireproof.larch, true, net.minecraft.item.ItemStack
forestry:fence.gates.teak:0, Teak Fence Gate, tile.for.fence.gates.teak, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.teak:0, Teak Fence Gate (Fireproof), tile.for.fence.gates.fireproof.teak, true, net.minecraft.item.ItemStack
forestry:fence.gates.acacia:0, Desert Acacia Fence Gate, tile.for.fence.gates.acacia, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.acacia:0, Desert Acacia Fence Gate (Fireproof), tile.for.fence.gates.fireproof.acacia, true, net.minecraft.item.ItemStack
forestry:fence.gates.lime:0, Lime Fence Gate, tile.for.fence.gates.lime, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.lime:0, Lime Fence Gate (Fireproof), tile.for.fence.gates.fireproof.lime, true, net.minecraft.item.ItemStack
forestry:fence.gates.chestnut:0, Chestnut Fence Gate, tile.for.fence.gates.chestnut, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.chestnut:0, Chestnut Fence Gate (Fireproof), tile.for.fence.gates.fireproof.chestnut, true, net.minecraft.item.ItemStack
forestry:fence.gates.wenge:0, Wenge Fence Gate, tile.for.fence.gates.wenge, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.wenge:0, Wenge Fence Gate (Fireproof), tile.for.fence.gates.fireproof.wenge, true, net.minecraft.item.ItemStack
forestry:fence.gates.baobab:0, Baobab Fence Gate, tile.for.fence.gates.baobab, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.baobab:0, Baobab Fence Gate (Fireproof), tile.for.fence.gates.fireproof.baobab, true, net.minecraft.item.ItemStack
forestry:fence.gates.sequoia:0, Sequoia Fence Gate, tile.for.fence.gates.sequoia, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.sequoia:0, Sequoia Fence Gate (Fireproof), tile.for.fence.gates.fireproof.sequoia, true, net.minecraft.item.ItemStack
forestry:fence.gates.kapok:0, Kapok Fence Gate, tile.for.fence.gates.kapok, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.kapok:0, Kapok Fence Gate (Fireproof), tile.for.fence.gates.fireproof.kapok, true, net.minecraft.item.ItemStack
forestry:fence.gates.ebony:0, Ebony Fence Gate, tile.for.fence.gates.ebony, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.ebony:0, Ebony Fence Gate (Fireproof), tile.for.fence.gates.fireproof.ebony, true, net.minecraft.item.ItemStack
forestry:fence.gates.mahogany:0, Mahogany Fence Gate, tile.for.fence.gates.mahogany, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.mahogany:0, Mahogany Fence Gate (Fireproof), tile.for.fence.gates.fireproof.mahogany, true, net.minecraft.item.ItemStack
forestry:fence.gates.balsa:0, Balsa Fence Gate, tile.for.fence.gates.balsa, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.balsa:0, Balsa Fence Gate (Fireproof), tile.for.fence.gates.fireproof.balsa, true, net.minecraft.item.ItemStack
forestry:fence.gates.willow:0, Willow Fence Gate, tile.for.fence.gates.willow, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.willow:0, Willow Fence Gate (Fireproof), tile.for.fence.gates.fireproof.willow, true, net.minecraft.item.ItemStack
forestry:fence.gates.walnut:0, Walnut Fence Gate, tile.for.fence.gates.walnut, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.walnut:0, Walnut Fence Gate (Fireproof), tile.for.fence.gates.fireproof.walnut, true, net.minecraft.item.ItemStack
forestry:fence.gates.greenheart:0, Greenheart Fence Gate, tile.for.fence.gates.greenheart, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.greenheart:0, Greenheart Fence Gate (Fireproof), tile.for.fence.gates.fireproof.greenheart, true, net.minecraft.item.ItemStack
forestry:fence.gates.cherry:0, Cherry Fence Gate, tile.for.fence.gates.cherry, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.cherry:0, Cherry Fence Gate (Fireproof), tile.for.fence.gates.fireproof.cherry, true, net.minecraft.item.ItemStack
forestry:fence.gates.mahoe:0, Mahoe Fence Gate, tile.for.fence.gates.mahoe, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.mahoe:0, Mahoe Fence Gate (Fireproof), tile.for.fence.gates.fireproof.mahoe, true, net.minecraft.item.ItemStack
forestry:fence.gates.poplar:0, Poplar Fence Gate, tile.for.fence.gates.poplar, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.poplar:0, Poplar Fence Gate (Fireproof), tile.for.fence.gates.fireproof.poplar, true, net.minecraft.item.ItemStack
forestry:fence.gates.palm:0, Palm Fence Gate, tile.for.fence.gates.palm, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.palm:0, Palm Fence Gate (Fireproof), tile.for.fence.gates.fireproof.palm, true, net.minecraft.item.ItemStack
forestry:fence.gates.papaya:0, Papaya Fence Gate, tile.for.fence.gates.papaya, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.papaya:0, Papaya Fence Gate (Fireproof), tile.for.fence.gates.fireproof.papaya, true, net.minecraft.item.ItemStack
forestry:fence.gates.pine:0, Pine Fence Gate, tile.for.fence.gates.pine, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.pine:0, Pine Fence Gate (Fireproof), tile.for.fence.gates.fireproof.pine, true, net.minecraft.item.ItemStack
forestry:fence.gates.plum:0, Plum Fence Gate, tile.for.fence.gates.plum, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.plum:0, Plum Fence Gate (Fireproof), tile.for.fence.gates.fireproof.plum, true, net.minecraft.item.ItemStack
forestry:fence.gates.maple:0, Maple Fence Gate, tile.for.fence.gates.maple, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.maple:0, Maple Fence Gate (Fireproof), tile.for.fence.gates.fireproof.maple, true, net.minecraft.item.ItemStack
forestry:fence.gates.citrus:0, Citrus Fence Gate, tile.for.fence.gates.citrus, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.citrus:0, Citrus Fence Gate (Fireproof), tile.for.fence.gates.fireproof.citrus, true, net.minecraft.item.ItemStack
forestry:fence.gates.giganteum:0, Giant Sequoia Fence Gate, tile.for.fence.gates.giganteum, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.giganteum:0, Giant Sequoia Fence Gate (Fireproof), tile.for.fence.gates.fireproof.giganteum, true, net.minecraft.item.ItemStack
forestry:fence.gates.ipe:0, Ipe Fence Gate, tile.for.fence.gates.ipe, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.ipe:0, Ipe Fence Gate (Fireproof), tile.for.fence.gates.fireproof.ipe, true, net.minecraft.item.ItemStack
forestry:fence.gates.padauk:0, Padauk Fence Gate, tile.for.fence.gates.padauk, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.padauk:0, Padauk Fence Gate (Fireproof), tile.for.fence.gates.fireproof.padauk, true, net.minecraft.item.ItemStack
forestry:fence.gates.cocobolo:0, Cocobolo Fence Gate, tile.for.fence.gates.cocobolo, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.cocobolo:0, Cocobolo Fence Gate (Fireproof), tile.for.fence.gates.fireproof.cocobolo, true, net.minecraft.item.ItemStack
forestry:fence.gates.zebrawood:0, Zebrawood Fence Gate, tile.for.fence.gates.zebrawood, true, net.minecraft.item.ItemStack
forestry:fence.gates.fireproof.zebrawood:0, Zebrawood Fence Gate (Fireproof), tile.for.fence.gates.fireproof.zebrawood, true, net.minecraft.item.ItemStack
forestry:fence.gates.vanilla.fireproof.oak:0, Oak Fence Gate (Fireproof), tile.for.fence.gates.vanilla.fireproof.oak, true, net.minecraft.item.ItemStack
forestry:fence.gates.vanilla.fireproof.spruce:0, Spruce Fence Gate (Fireproof), tile.for.fence.gates.vanilla.fireproof.spruce, true, net.minecraft.item.ItemStack
forestry:fence.gates.vanilla.fireproof.birch:0, Birch Fence Gate (Fireproof), tile.for.fence.gates.vanilla.fireproof.birch, true, net.minecraft.item.ItemStack
forestry:fence.gates.vanilla.fireproof.jungle:0, Jungle Fence Gate (Fireproof), tile.for.fence.gates.vanilla.fireproof.jungle, true, net.minecraft.item.ItemStack
forestry:fence.gates.vanilla.fireproof.acacia:0, Acacia Fence Gate (Fireproof), tile.for.fence.gates.vanilla.fireproof.acacia, true, net.minecraft.item.ItemStack
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Dark Oak Fence Gate (Fireproof), tile.for.fence.gates.vanilla.fireproof.dark_oak, true, net.minecraft.item.ItemStack
forestry:stairs.larch:0, Larch Stairs, tile.for.stairs.larch, true, net.minecraft.item.ItemStack
forestry:stairs.teak:0, Teak Stairs, tile.for.stairs.teak, true, net.minecraft.item.ItemStack
forestry:stairs.acacia:0, Desert Acacia Stairs, tile.for.stairs.acacia, true, net.minecraft.item.ItemStack
forestry:stairs.lime:0, Lime Stairs, tile.for.stairs.lime, true, net.minecraft.item.ItemStack
forestry:stairs.chestnut:0, Chestnut Stairs, tile.for.stairs.chestnut, true, net.minecraft.item.ItemStack
forestry:stairs.wenge:0, Wenge Stairs, tile.for.stairs.wenge, true, net.minecraft.item.ItemStack
forestry:stairs.baobab:0, Baobab Stairs, tile.for.stairs.baobab, true, net.minecraft.item.ItemStack
forestry:stairs.sequoia:0, Sequoia Stairs, tile.for.stairs.sequoia, true, net.minecraft.item.ItemStack
forestry:stairs.kapok:0, Kapok Stairs, tile.for.stairs.kapok, true, net.minecraft.item.ItemStack
forestry:stairs.ebony:0, Ebony Stairs, tile.for.stairs.ebony, true, net.minecraft.item.ItemStack
forestry:stairs.mahogany:0, Mahogany Stairs, tile.for.stairs.mahogany, true, net.minecraft.item.ItemStack
forestry:stairs.balsa:0, Balsa Stairs, tile.for.stairs.balsa, true, net.minecraft.item.ItemStack
forestry:stairs.willow:0, Willow Stairs, tile.for.stairs.willow, true, net.minecraft.item.ItemStack
forestry:stairs.walnut:0, Walnut Stairs, tile.for.stairs.walnut, true, net.minecraft.item.ItemStack
forestry:stairs.greenheart:0, Greenheart Stairs, tile.for.stairs.greenheart, true, net.minecraft.item.ItemStack
forestry:stairs.cherry:0, Cherry Stairs, tile.for.stairs.cherry, true, net.minecraft.item.ItemStack
forestry:stairs.mahoe:0, Mahoe Stairs, tile.for.stairs.mahoe, true, net.minecraft.item.ItemStack
forestry:stairs.poplar:0, Poplar Stairs, tile.for.stairs.poplar, true, net.minecraft.item.ItemStack
forestry:stairs.palm:0, Palm Stairs, tile.for.stairs.palm, true, net.minecraft.item.ItemStack
forestry:stairs.papaya:0, Papaya Stairs, tile.for.stairs.papaya, true, net.minecraft.item.ItemStack
forestry:stairs.pine:0, Pine Stairs, tile.for.stairs.pine, true, net.minecraft.item.ItemStack
forestry:stairs.plum:0, Plum Stairs, tile.for.stairs.plum, true, net.minecraft.item.ItemStack
forestry:stairs.maple:0, Maple Stairs, tile.for.stairs.maple, true, net.minecraft.item.ItemStack
forestry:stairs.citrus:0, Citrus Stairs, tile.for.stairs.citrus, true, net.minecraft.item.ItemStack
forestry:stairs.giganteum:0, Giant Sequoia Stairs, tile.for.stairs.giganteum, true, net.minecraft.item.ItemStack
forestry:stairs.ipe:0, Ipe Stairs, tile.for.stairs.ipe, true, net.minecraft.item.ItemStack
forestry:stairs.padauk:0, Padauk Stairs, tile.for.stairs.padauk, true, net.minecraft.item.ItemStack
forestry:stairs.cocobolo:0, Cocobolo Stairs, tile.for.stairs.cocobolo, true, net.minecraft.item.ItemStack
forestry:stairs.zebrawood:0, Zebrawood Stairs, tile.for.stairs.zebrawood, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.larch:0, Larch Stairs (Fireproof), tile.for.stairs.fireproof.larch, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.teak:0, Teak Stairs (Fireproof), tile.for.stairs.fireproof.teak, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.acacia:0, Desert Acacia Stairs (Fireproof), tile.for.stairs.fireproof.acacia, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.lime:0, Lime Stairs (Fireproof), tile.for.stairs.fireproof.lime, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.chestnut:0, Chestnut Stairs (Fireproof), tile.for.stairs.fireproof.chestnut, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.wenge:0, Wenge Stairs (Fireproof), tile.for.stairs.fireproof.wenge, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.baobab:0, Baobab Stairs (Fireproof), tile.for.stairs.fireproof.baobab, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.sequoia:0, Sequoia Stairs (Fireproof), tile.for.stairs.fireproof.sequoia, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.kapok:0, Kapok Stairs (Fireproof), tile.for.stairs.fireproof.kapok, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.ebony:0, Ebony Stairs (Fireproof), tile.for.stairs.fireproof.ebony, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.mahogany:0, Mahogany Stairs (Fireproof), tile.for.stairs.fireproof.mahogany, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.balsa:0, Balsa Stairs (Fireproof), tile.for.stairs.fireproof.balsa, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.willow:0, Willow Stairs (Fireproof), tile.for.stairs.fireproof.willow, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.walnut:0, Walnut Stairs (Fireproof), tile.for.stairs.fireproof.walnut, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.greenheart:0, Greenheart Stairs (Fireproof), tile.for.stairs.fireproof.greenheart, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.cherry:0, Cherry Stairs (Fireproof), tile.for.stairs.fireproof.cherry, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.mahoe:0, Mahoe Stairs (Fireproof), tile.for.stairs.fireproof.mahoe, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.poplar:0, Poplar Stairs (Fireproof), tile.for.stairs.fireproof.poplar, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.palm:0, Palm Stairs (Fireproof), tile.for.stairs.fireproof.palm, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.papaya:0, Papaya Stairs (Fireproof), tile.for.stairs.fireproof.papaya, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.pine:0, Pine Stairs (Fireproof), tile.for.stairs.fireproof.pine, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.plum:0, Plum Stairs (Fireproof), tile.for.stairs.fireproof.plum, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.maple:0, Maple Stairs (Fireproof), tile.for.stairs.fireproof.maple, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.citrus:0, Citrus Stairs (Fireproof), tile.for.stairs.fireproof.citrus, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.giganteum:0, Giant Sequoia Stairs (Fireproof), tile.for.stairs.fireproof.giganteum, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.ipe:0, Ipe Stairs (Fireproof), tile.for.stairs.fireproof.ipe, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.padauk:0, Padauk Stairs (Fireproof), tile.for.stairs.fireproof.padauk, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.cocobolo:0, Cocobolo Stairs (Fireproof), tile.for.stairs.fireproof.cocobolo, true, net.minecraft.item.ItemStack
forestry:stairs.fireproof.zebrawood:0, Zebrawood Stairs (Fireproof), tile.for.stairs.fireproof.zebrawood, true, net.minecraft.item.ItemStack
forestry:stairs.vanilla.fireproof.oak:0, Oak Wood Stairs (Fireproof), tile.for.stairs.vanilla.fireproof.oak, true, net.minecraft.item.ItemStack
forestry:stairs.vanilla.fireproof.spruce:0, Spruce Wood Stairs (Fireproof), tile.for.stairs.vanilla.fireproof.spruce, true, net.minecraft.item.ItemStack
forestry:stairs.vanilla.fireproof.birch:0, Birch Wood Stairs (Fireproof), tile.for.stairs.vanilla.fireproof.birch, true, net.minecraft.item.ItemStack
forestry:stairs.vanilla.fireproof.jungle:0, Jungle Wood Stairs (Fireproof), tile.for.stairs.vanilla.fireproof.jungle, true, net.minecraft.item.ItemStack
forestry:stairs.vanilla.fireproof.acacia:0, Acacia Wood Stairs (Fireproof), tile.for.stairs.vanilla.fireproof.acacia, true, net.minecraft.item.ItemStack
forestry:stairs.vanilla.fireproof.dark_oak:0, Dark Oak Wood Stairs (Fireproof), tile.for.stairs.vanilla.fireproof.dark_oak, true, net.minecraft.item.ItemStack
forestry:doors.larch:0, Larch Door, tile.for.doors.larch, true, net.minecraft.item.ItemStack
forestry:doors.teak:0, Teak Door, tile.for.doors.teak, true, net.minecraft.item.ItemStack
forestry:doors.acacia:0, Desert Acacia Door, tile.for.doors.acacia, true, net.minecraft.item.ItemStack
forestry:doors.lime:0, Lime Door, tile.for.doors.lime, true, net.minecraft.item.ItemStack
forestry:doors.chestnut:0, Chestnut Door, tile.for.doors.chestnut, true, net.minecraft.item.ItemStack
forestry:doors.wenge:0, Wenge Door, tile.for.doors.wenge, true, net.minecraft.item.ItemStack
forestry:doors.baobab:0, Baobab Door, tile.for.doors.baobab, true, net.minecraft.item.ItemStack
forestry:doors.sequoia:0, Sequoia Door, tile.for.doors.sequoia, true, net.minecraft.item.ItemStack
forestry:doors.kapok:0, Kapok Door, tile.for.doors.kapok, true, net.minecraft.item.ItemStack
forestry:doors.ebony:0, Ebony Door, tile.for.doors.ebony, true, net.minecraft.item.ItemStack
forestry:doors.mahogany:0, Mahogany Door, tile.for.doors.mahogany, true, net.minecraft.item.ItemStack
forestry:doors.balsa:0, Balsa Door, tile.for.doors.balsa, true, net.minecraft.item.ItemStack
forestry:doors.willow:0, Willow Door, tile.for.doors.willow, true, net.minecraft.item.ItemStack
forestry:doors.walnut:0, Walnut Door, tile.for.doors.walnut, true, net.minecraft.item.ItemStack
forestry:doors.greenheart:0, Greenheart Door, tile.for.doors.greenheart, true, net.minecraft.item.ItemStack
forestry:doors.cherry:0, Cherry Door, tile.for.doors.cherry, true, net.minecraft.item.ItemStack
forestry:doors.mahoe:0, Mahoe Door, tile.for.doors.mahoe, true, net.minecraft.item.ItemStack
forestry:doors.poplar:0, Poplar Door, tile.for.doors.poplar, true, net.minecraft.item.ItemStack
forestry:doors.palm:0, Palm Door, tile.for.doors.palm, true, net.minecraft.item.ItemStack
forestry:doors.papaya:0, Papaya Door, tile.for.doors.papaya, true, net.minecraft.item.ItemStack
forestry:doors.pine:0, Pine Door, tile.for.doors.pine, true, net.minecraft.item.ItemStack
forestry:doors.plum:0, Plum Door, tile.for.doors.plum, true, net.minecraft.item.ItemStack
forestry:doors.maple:0, Maple Door, tile.for.doors.maple, true, net.minecraft.item.ItemStack
forestry:doors.citrus:0, Citrus Door, tile.for.doors.citrus, true, net.minecraft.item.ItemStack
forestry:doors.giganteum:0, Giant Sequoia Door, tile.for.doors.giganteum, true, net.minecraft.item.ItemStack
forestry:doors.ipe:0, Ipe Door, tile.for.doors.ipe, true, net.minecraft.item.ItemStack
forestry:doors.padauk:0, Padauk Door, tile.for.doors.padauk, true, net.minecraft.item.ItemStack
forestry:doors.cocobolo:0, Cocobolo Door, tile.for.doors.cocobolo, true, net.minecraft.item.ItemStack
forestry:doors.zebrawood:0, Zebrawood Door, tile.for.doors.zebrawood, true, net.minecraft.item.ItemStack
forestry:saplingGE:0, tile.for.saplingGE.name, tile.for.saplingGE, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:0, Apple Oak Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:1, Dark Oak Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:2, Silver Birch Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:3, Silver Lime Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:4, Common Walnut Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:5, Sweet Chestnut Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:6, Hill Cherry Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:7, Lemon Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:8, Plum Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:9, Sugar Maple Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:10, Red Spruce Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:11, Mundane Larch Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:12, Bull Pine Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:13, Coast Sequoia Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:14, Giant Sequoia Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.0:15, Jungle Leaves, tile.for.leaves.decorative.0, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:0, Teak Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:1, Ipe Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:2, Kapok Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:3, Myrtle Ebony Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:4, Zebrawood Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:5, Yellow Meranti Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:6, Acacia Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:7, Desert Acacia Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:8, Padauk Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:9, Balsa Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:10, Cocobolo Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:11, Wenge Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:12, Grandidier's Baobab Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:13, Blue Mahoe Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:14, White Willow Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.1:15, Sipiri Leaves, tile.for.leaves.decorative.1, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.2:0, Papaya Leaves, tile.for.leaves.decorative.2, true, net.minecraft.item.ItemStack
forestry:leaves.decorative.2:1, Date Palm Leaves, tile.for.leaves.decorative.2, true, net.minecraft.item.ItemStack
